project_id,description,location,contractor,cost,completion_date,report_contract_id,start_date,project_type,funding_year,report_year,region,lat,lng
P00838435LZ,"Rehabilitation of Existing Dike along Lucung River (Café Section, Right Bank), Phase 1, Concepcion, Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,96497825.29,2024-06-18,24CK0069,02/20/2024,Rehabilitation / Major Repair of Flood Control Structure,2024,2024,Region III,15.330144,120.695425
P00725735LZ,"Construction of Flood Control Structure Along Rio Chico River (Phase V), Victoria, Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,93605792.49,2023-08-18,23CJ0025,02/06/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,15.61345,120.695439
P00823302LZ,"Construction of Balidbid Flood Control Structure, Salcedo, Ilocos Sur",ILOCOS SUR,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,48249866.9,2024-11-15,24AD0076,04/12/2024,Construction of Flood Mitigation Structure,2024,2024,Region I,17.14527778,120.5477778
P00621616LZ,"Construction of Buli Flood Mitigation Facilities along Major River Basin (Phase III), Sta. 5 + 400 - Sta. 5 + 700, La Paz, Abra",ABRA,739 BUILDERS,48997900,2022-11-28,22PA0140,06/20/2022,Construction of Flood Mitigation Structure,2022,2022,Cordillera Administrative Region,17.679383,120.696001
P00740362LZ,"Rehabilitation of Slope Protection along Upper Dalan Bapor, Phase II, at Sasmuan, Pampanga",PAMPANGA,FERDSTAR BUILDERS INC.,96494018.96,2023-12-19,23CH0062,04/24/2023,Rehabilitation / Major Repair of Slope Protection Structure,2023,2023,Region III,14.93135,120.62454
P00637053LZ,"Construction of Isit Flood Control, Dolores, Abra",ABRA,MG SAMIDAN CONSTRUCTION,48997500,2023-05-22,22PA0339,11/08/2022,Construction of Flood Mitigation Structure,2022,2022,Cordillera Administrative Region,17.648705,120.696098
P00823412LZ,"Construction of Flood Control Structure along Tarlac River Right Dike (Segment B), Tarlac",TARLAC,T2B3 BUILDERS AND SUPPLIES CORP.,144750000,2024-10-18,24CJ0259,02/23/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.62770278,120.5481806
P00631102LZ,"Construction of Sto. Tomas Flood Control, Manabo, Abra",ABRA,ST. TIMOTHY CONSTRUCTION CORPORATION,49000000,2022-08-23,22PA0048,02/17/2022,Construction of Flood Mitigation Structure,2022,2022,Cordillera Administrative Region,17.444304,120.696128
P00824659LZ,"Construction of Flood Control Structure along Mitura River, Brgy. Sobol, Asingan, Pangasinan, Phase I",PANGASINAN,RIVBROS CONSTRUCTION FACTORS & DEVELOPMENT,24468214.86,2024-07-22,24AI0062,02/26/2024,Construction of Dike,2024,2024,Region I,16.0137,120.6252
P00736620LZ,"Construction of Slope Protection with Steel Sheet Pile Foundation along Tarlac River Control Right Dike, Ayson to Dicolor Section (Package A), Gerona, Tarlac",TARLAC,R.R. RICAFORT CONSTRUCTION AND SUPPLIES,47530047.71,2023-06-23,23CJ0028,01/30/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,15.617936,120.554125
P00727131LZ,"Construction of Slope Protection along GPDC, San Pablo-Santa Rita, Lubao, Pampanga",PAMPANGA,ARROW CONSTRUCTION,29393966.78,2023-10-30,23CH0036,03/20/2023,Construction of Slope Protection Structure,2023,2023,Region III,14.924239,120.548236
P00726393LZ,"Construction of Flood Control Structure along Abra Major River Basin (Phase II), Bagalay, Tayum, Abra",ABRA,MG SAMIDAN CONSTRUCTION,96499891,2023-06-28,23PA0019,03/30/2023,Construction of Flood Mitigation Structure,2023,2023,Cordillera Administrative Region,17.628189,120.696544
P00820835LZ,"Construction of Slope Protection Structure along Patengle Creek, San Francisco Section, Lubao, Pampanga",PAMPANGA,MCB ZAMORA CONSTRUCTION & SUPPLY,24492340.56,2024-05-28,24CH0040,02/19/2024,Construction of Slope Protection Structure,2024,2024,Region III,14.9661,120.55451
P00820862LZ,"Construction of Slope Protection Structure along Inerangan River (Segment B), Ramos, Tarlac",TARLAC,GJE BUILDERS CORPORATION (FORMERLY: GJE BUILDERS),50000000,2024-07-24,24CJ0002,01/26/2024,Construction of Slope Protection Structure,2024,2024,Region III,15.687825,120.6254111
P00621607LZ,"Construction of Flood Control Structure, Laoag River Basin and Sabo Flood Control Structure along Lading River (Left Bank), Barangay Cabittauran, Sitio Namalican 2, Nueva Era, Ilocos Norte",ILOCOS NORTE,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,48999997.76,2022-12-07,22AB0095,03/25/2022,Construction of Flood Mitigation Structure,2022,2022,Region I,17.93761,120.69657
P00820200LZ,"Construction of Flood Control Structure along Gasile River, Pilar, Bataan",BATAAN,RAM BUILDERS & TRADING,28950000,2024-08-28,24CB0063,03/15/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,14.64435278,120.5496556
P00821238LZ,"Construction of Flood Control Structure along O'Donnell River, Moriones-Balanti Section (Section B), Tarlac",TARLAC,TRICHES CONSTRUCTION & TRADING,99000000,2024-07-18,24CJ0049,02/07/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.68780556,120.625425
P00621609LZ,"Construction of Flood Control Structure, Laoag River Basin and Sabo Flood Control Structure along Lading River (Right Bank), Barangay Cabittauran, Sitio Namalican 1, Nueva Era, Ilocos Norte",ILOCOS NORTE,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,48999997.76,2022-10-13,22AB0097,03/25/2022,Construction of Flood Mitigation Structure,2022,2022,Region I,17.93795,120.6969
P00525588LZ,"Construction of Slope Protection, Angeles-Porac Bypass Road, Porac, Pampanga",PAMPANGA,TONKA CONSTRUCTION / FERDSTAR BUILDERS INC.,91558129.3,2022-12-11,21CH0039,04/11/2022,Construction of Slope Protection Structure,2021,2021,Region III,15.109719,120.554973
P00740617LZ,"Construction of Slope Protection along Palcarangan Creek, Sta. Cruz, Lubao, Pampanga",PAMPANGA,"TOKWING CONSTRUCTION, CORP.(FOR;  TOKWING CONSTRUC",19571542.39,2023-11-15,23CH0087,06/19/2023,Construction of Slope Protection Structure,2023,2023,Region III,14.91048,120.54968
P00637055LZ,"Construction of Angad Flood Control, Bangued, Abra",ABRA,MG SAMIDAN CONSTRUCTION,48998000,2025-02-03,22PA0329,10/24/2022,Construction of Flood Mitigation Structure,2022,2022,Cordillera Administrative Region,17.572184,120.626453
P00727287LZ,"Construction of Slope Protection Structure with Steel Sheet Pile Foundation along Moriones-Tarlac Flood Control (Package S), Balanti Section, Tarlac City, Tarlac",TARLAC,E.L. ANOLIN CONSTRUCTION / T2B3 BUILDERS AND SUPPLIES CORP.,94492060.39,2023-11-20,23CJ0148,03/22/2023,Construction of Slope Protection Structure,2023,2023,Region III,15.465936,120.555775
P00620183LZ,"Construction of Slope Protection along Angeles-Porac Bypass Road (Phase III), Porac, Pampanga",PAMPANGA,TONKA CONSTRUCTION / FERDSTAR BUILDERS INC.,96098491.37,2022-11-16,22CH0003,03/07/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.1158,120.5501
P00727367LZ,"Construction of Slope Protection Structure with Steel Sheet Pile Foundation along Rio Chico River (Package B), Victoria, Tarlac",TARLAC,AMP 723 CONSTRUCTION CORPORATION (FORMERLY: A.M.P. CONSTRUCTION) / M.M. SERRANO CONSTRUCTION COMPANY,47999505.2,2023-09-02,23CJ0156,03/06/2023,Construction of Slope Protection Structure,2023,2023,Region III,15.607353,120.697178
P00727132LZ,"Construction of Slope Protection along Balantacan River, Balantacan to Sta. Teresa 2nd , Lubao, Pampanga",PAMPANGA,DMDANAN CONSTRUCTION AND TRADING,39193042.59,2023-08-16,23CH0030,03/20/2023,Construction of Slope Protection Structure,2023,2023,Region III,14.893185,120.555785
P00845884LZ,"Construction of Drainage Canal along Sitio Binasay, Brgy. 40 Balatong, Laoag City, Ilocos Norte",ILOCOS NORTE,ZEDIK BUILDERS,4949900.42,2024-09-08,24AA0370,06/07/2024,Construction of Drainage Structure,2024,2024,Region I,18.159463,120.551139
P00823476LZ,"Construction of Flood Control Structure along Rio Chico, Barangay Macamias, Guimba, Nueva Ecija",NUEVA ECIJA,NIÑAS CONSTRUCTION CORP. (FORMERLY: NINA'S CONSTRUCTION AND SUPPLIES),19105042.95,2024-09-20,24CE0218,04/01/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.619846,120.697862
P00823411LZ,"Construction of Flood Control Structure along Tarlac River Right Dike (Segment A), Tarlac",TARLAC,T2B3 BUILDERS AND SUPPLIES CORP.,144750000,2024-10-20,24CJ0250,02/20/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.62368889,120.5516833
P00820832LZ,"Construction of Slope Protection Structure along Balantacan River, Balantacan to Sta. Teresa 2nd, Lubao, Pampanga",PAMPANGA,V. TRILLANA BUILDERS & TRADING / RADIANS BUILDERS AND SUPPLY CORPORATION,41852777.94,2024-08-16,24CH0030,02/19/2024,Construction of Slope Protection Structure,2024,2024,Region III,14.89301,120.55583
P00824712LZ,"Construction of Flood Structure along Ungot Creek (Segment U), Tarlac City, Tarlac",TARLAC,T2B3 BUILDERS AND SUPPLIES CORP.,25000000,2024-06-18,24CJ0242,02/20/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.455375,120.6267611
P00740607LZ,"Construction of Slope Protection with Road Dike along GPDC, Santa Rita - San Pedro, Lubao, Pampanga",PAMPANGA,ARROW CONSTRUCTION,48986593.16,2023-11-10,23CH0055,05/15/2023,Construction of Slope Protection Structure,2023,2023,Region III,14.921841,120.551748
P00620469LZ,"Construction of Flood Mitigation Structure along Macalong River, Sta. 0+000 - Sta. 0+243.20, Brgy. Nancamaliran East, Urdaneta City, Pangasinan",PANGASINAN,J.G. GARCIA CONSTRUCTION & SUPPLY (FOR: J.G. GARCIA CONST.),39131477.44,2022-07-05,22AI0071,02/28/2022,Construction of Dike,2022,2022,Region I,15.9747,120.5528
P00740538LZ,"Construction of Slope Protection, Purok I & Purok II, Barangay Pulangi, Bacarra, Ilocos Norte",ILOCOS NORTE,BJMJB CONSTRUCTION & SUPPLY,4899866.03,2023-06-20,23AA0283,04/11/2023,Construction of Slope Protection Structure,2023,2023,Region I,18.27042,120.6268
P00526040LZ,"Construction of Slope Protection (with concreting of top of dike), GPDC San Pablo-Sta. Rita, Lubao",PAMPANGA,ARROW CONSTRUCTION,29390737.33,2022-09-04,21CH0089,03/09/2022,Construction of Flood Mitigation Structure,2021,2021,Region III,14.919546,120.556813
P00821243LZ,"Construction of Flood Control Structure along Rio Chico River (Segment K), Victoria, Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,99000000,2024-10-13,24CJ0010,02/13/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.59104722,120.6982472
P00620184LZ,"Construction of Slope Protection along Angeles-Porac Bypass Road, Porac, Pampanga",PAMPANGA,R.D. POLICARPIO & COMPANY INC.,96204248.42,2022-11-16,22CH0001,03/07/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.1065,120.5578
P00742371LZ,"Construction of Slope Protection with Steel Sheet Pile Foundation along Tarlac River Control Right Dike, Dicolor Section, Gerona, Tarlac (Package A)",TARLAC,RD8 BUILDERS CORPORATION UNDER THE NAME OF RD8 BUILDERS,49500000,2023-05-24,23CJ0158,03/23/2023,Construction of Slope Protection Structure,2023,2023,Region III,15.620403,120.553544
P00821132LZ,"Construction of Flood Mitigation Structure along Asin Gallano River, Sta. 0+000 - Sta. 0+400, Sta. 2 + 810 - Sta. 3 + 000, Baguio City",BENGUET,GOLDRICH CONSTRUCTION & TRADING,96500000,2024-07-29,24PD0024,02/13/2024,Construction of Flood Mitigation Structure,2024,2024,Cordillera Administrative Region,16.431,120.5586
P00621586LZ,"Construction of Flood Mitigation Facilities along Laoag River, Sta. Magdalena Creek (Sinigpit), Barangay 15, Sarrat, Ilocos Norte",ILOCOS NORTE,DJCM CONSTRUCTION CORPORATION (FORMERLY: DJCM CONSTRUCTION),34299595.93,2022-12-19,22AA0133,08/22/2022,Construction of Flood Mitigation Structure,2022,2022,Region I,18.10218,120.627307
P00737485LZ,"Construction of Slope Protection with Sheet Pile Foundation along Tarlac River Control Right Dike, Ayson to Dicolor Section (Package A), Gerona, Tarlac",TARLAC,TRICHES CONSTRUCTION & TRADING / FRAMECON BUILDERS,48483371.91,2023-07-18,23CJ0044,03/09/2023,Construction of Flood Mitigation Structure,2023,2023,Region III,15.620392,120.55357
P00820808LZ,"Construction of Flood Control Structure along San Vicente River (Downstream), Orion, Bataan",BATAAN,ORANI CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:ORANI BUILDERS & SUPPLY),49000000,2024-07-17,24CB0020,02/21/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,14.62446,120.5588
P00727061LZ,"Construction of Flood Control Structure along Garasgas River, (Downstream of Garasgas Bridge), Batac City, Ilocos Norte",ILOCOS NORTE,MEGAPOLITAN BUILDERS AND CONSTRUCTION SUPPLY,30107779.91,2024-02-09,23A00303,06/30/2023,Construction of Flood Mitigation Structure,2023,2023,Region I,18.075969,120.558838
P00632760LZ,"Construction of Cardona - Isit Flood Control, Barangay Cardona, Dolores, Abra",ABRA,ST. TIMOTHY CONSTRUCTION CORPORATION,49497200,2022-10-20,22PA0049,02/17/2022,Construction of Flood Mitigation Structure,2022,2022,Cordillera Administrative Region,17.650495,120.698502
P00632781LZ,"Construction of Soot Flood Control Structure (Phase 2), Barangay Mudeng, La Paz, Abra",ABRA,ST. TIMOTHY CONSTRUCTION CORPORATION,49497500,2022-10-11,22PA0090,03/30/2022,Construction of Flood Mitigation Structure,2022,2022,Cordillera Administrative Region,17.630947,120.627418
P00620552LZ,"Rehabilitation of Flood Control Structure along Tarlac River Control (Right Dike), Tagumbao-Dicolor Section (Package B), Sta. 0+000 - Sta. 0+313, Gerona, Tarlac",TARLAC,A.C. SOLIVEN CONSTRUCTION & GENERAL MERCHANDISE,47531186.78,2022-07-18,22CJ0014,03/29/2022,Rehabilitation / Major Repair of Flood Control Structure,2022,2022,Region III,15.610505,120.554103
P00620930LZ,"Construction of Flood Control Structure along Garasgas Creek (Phase II), Brgy. Quiling Norte, Batac City, Ilocos Norte",ILOCOS NORTE,MEGAPOLITAN BUILDERS AND CONSTRUCTION SUPPLY,48249995.97,2023-03-18,22A00168,04/12/2022,Construction of Flood Mitigation Structure,2022,2022,Region I,18.07573,120.559
P00821244LZ,"Construction of Flood Control Structure along Rio Chico River (Segment L), Victoria, Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,99000000,2024-09-19,24CJ0013,02/13/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.59481667,120.6985444
P00846019LZ,"Construction of Slope Protection with Steel Sheet Pile Foundation along Ungot Creek Including Road Component Segment D, Tarlac City",TARLAC,NORTHERN BUILDERS,50000000,2024-05-10,24CJ0218,02/07/2024,Construction of Slope Protection Structure,2024,2024,Region III,15.457891,120.62792
P00620551LZ,"Construction of Flood Mitigation Structure along Tarlac River Control, Left Dike, Tibagan-Tibag Section (Package F), Tarlac City",TARLAC,A.C. SOLIVEN CONSTRUCTION & GENERAL MERCHANDISE,37120120.86,2022-07-15,22CJ0028,01/28/2022,Construction of Flood Mitigation Structure,2022,2022,Region III,15.469469,120.559193
P00620196LZ,"Rehabilitation of Existing Dike along Lucung River, Sta. 4+859 to Sta. 4+314, D/S of Santiago Bridge (Jefmin Section, Left Bank), Concepcion, Tarlac",TARLAC,R.R. RICAFORT CONSTRUCTION AND SUPPLIES,57899409.79,2022-10-01,22CK0057,02/16/2022,Rehabilitation / Major Repair of Flood Control Structure,2022,2022,Region III,15.33008333,120.6281028
P00848629LZ," Bank Improvement along Tarlac River-O' Donell River, Moriones - Balanti Section, Tarlac (Segment H)",TARLAC,JUSTBILT BUILDERS,99000000,2025-01-17,24CJ0273,02/27/2024,Rehabilitation / Major Repair of Flood Control Structure,2024,2024,Region III,15.44485,120.5594278
P00621283LZ,"Construction of Slope Protection Structure along Tarlac River Control Left Dike, Tibagan-Tibag-Section Package B, Tarlac Citv, Tarlac",TARLAC,ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,93605000,2022-11-28,22CJ0184,03/30/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.470507,120.559601
P00637060LZ,"Construction of Coribot Flood Control Phase 2, Mudeng, La Paz, Abra",ABRA,MG SAMIDAN CONSTRUCTION,48997500,2023-07-11,22PA0336,12/28/2022,Construction of Flood Mitigation Structure,2022,2022,Cordillera Administrative Region,17.634323,120.628103
P00637022LZ,"Construction of Reinforced Concrete Slope Protection along Abacan River Upstream of Friendship Bridge, Sta. 0+050 to Sta. 0+650 (R/D), Brgy. Anunas, Angeles City, Pampanga",PAMPANGA,NICLEDON CONSTRUCTION / GRACE CONSTRUCTION CORPORATION,57867366.65,2022-11-10,22CI0066,03/24/2022,Construction of Slope Protection Structure,2022,2022,Region III,15.1569756840685,120.559748720305
P00561460LZ,"Construction of Amburayan Flood Control, Kapangan, Benguet",BENGUET,RODEKOM GENERAL CONSTRUCTION AND ENTERPRISE / KALAHAN GENERAL CONSTRUCTION AND SUPPLIES,96372298.9,2022-12-08,21P00084,01/07/2022,Construction of Flood Mitigation Structure,2021,2021,Cordillera Administrative Region,16.61412,120.62813
P00727134LZ,"Repair/Improvement of Reinforced Concrete Slope Protection along Sapang Balen Creek, Brgy. Cutcut and Brgy. Pampang, Angeles City, Pampanga",PAMPANGA,AL-B DEVELOPMENT CORPORATION,24436607.86,2023-09-04,23CI0102,05/08/2023,Rehabilitation / Major Repair of Slope Protection Structure,2023,2023,Region III,15.15706,120.559898
P00845802LZ,"Construction of Slope Protection with Steel Sheet Pile Foundation along Ungot Creek including Road Component Segment C, Tarlac City",TARLAC,NORTHERN BUILDERS,50000000,2024-05-10,24CJ0211,02/12/2024,Construction of Slope Protection Structure,2024,2024,Region III,15.458628,120.628162
P00821278LZ,"Construction of Secondary Dike of Rio Chico River (Section A), Victoria, Tarlac",TARLAC,"T2B3 BUILDERS AND SUPPLIES CORP. / RPV RED MOUNTAIN KONSTRUCT, INC.",92954070,2024-10-05,24CJ0020,02/13/2024,Construction of Dike,2024,2024,Region III,15.58948056,120.6985528
P00848628LZ,"Construction/Improvement of Bank along Tarlac River - O' Donell River, Moriones - Balanti Section (Segment G)",TARLAC,JUSTBILT BUILDERS,99000000,2025-01-17,24CJ0267,02/27/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.44659722,120.5599222
P00848627LZ,"Construction/Improvement of Bank along Tarlac River - O' Donell River, Moriones - Balanti Section (Segment F)",TARLAC,JUSTBILT BUILDERS,99000000,2025-01-17,24CJ0263,02/27/2024,Construction of Flood Mitigation Structure,2024,2024,Region III,15.44900278,120.5607611
P00620929LZ,"Construction of Flood Control Structure along Garasgas Creek (Phase I), Brgy. Quiling Norte, Batac City, Ilocos Norte",ILOCOS NORTE,MEGAPOLITAN BUILDERS AND CONSTRUCTION SUPPLY,48249996.03,2023-03-18,22A00167,04/12/2022,Construction of Flood Mitigation Structure,2022,2022,Region I,18.075937,120.561256
